localidad_id,id_provincia,id_departamento,observacion,categoria,provincia,departamento,localidad,nombre,domicilio,piso,codigo_postal,codigo_area,telefono,mail,web,informacion_adicional,latitud,longitud,tipo_latitud_longitud,fuente,tipo_gestion,actualizacion
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,De Los Cuatro Vientos. Sucursal Balcarce.,Balcarce 1053,,,11,"49,112,593",info@gargolaediciones.com,http://www.deloscuatrovientos.com.ar/,,-34.62002,-58.3701,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Escriba,Balcarce 1053,,,11,"43,628,149",info@elescriba.com,http://elescriba.com,,-34.62002,-58.3701,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Conas Libros,Bartolome Mitre 2095,,,11,"49,537,640",conas.libros@hotmail.com,s/d,,-34.60814,-58.39619,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Librería Del Alumno,Bartolome Mitre 2101,,,11,"49,530,717",,https://www.facebook.com/libreria.delalumno/,,-34.60818,-58.39649,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Kirker libros,Bartolomé Mitre 2102,,,11,"49,543,961",kirkerlibros1@hotmail.com,https://www.facebook.com/kirkerlibros1/,,-34.60833,-58.39644,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Andorra,Bartolome Mitre 2109,,,11,"49,531,424",,s/d,,-34.6081,-58.39651,Precisa,Ediciones Colihue,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Epifanía Libros,Belgrano 687,,,11,"49,531,088",info@epifanialibros.com.ar,http://www.epifanialibros.com.ar,,-34.60331,-58.39419,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,SBS,Benito Perez Galdos 275,,,11,"49,260,194",parquechacabuco@sbs.com.ar,https://sbs.com.ar/,,-34.6305,-58.35976,Precisa,MisLibrerias,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Certeza,Bernardo De Irigoyen 654,,,11,"43,348,278",capital@libreriascerteza.com,http://www.certezaonline.com/,,-34.61573,-58.38016,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Las Mil Y Una Hojas. Sucursal Beruti.,Berutti 3210,,,11,"45,114,191",libros@lasmilyunahojas.com.ar,https://www.lasmilyunahojas.com.ar,,-34.58814,-58.40853,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Armonías Libros,Billinghurst 480,,,11,"48,623,144",armoniaslibros@gmail.com,https://www.armoniaslibros.com/,,-34.60441,-58.41581,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Aguilar Librería,Blanco Encalada 2376,,,11,"47,821,996",info@libreriaaguilar.com.ar,http://www.libreriaaguilar.com.ar/,,-34.55908,-58.45874,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Petrus Helioagabala,Blanco Encalada 2540,,,11,"47,830,280",,https://www.facebook.com/pages/Libreria-Esoterica-Petrus-Helioagabala/124770607598408,,-34.56018,-58.46039,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Lugar Del Libro,Blanco Encalada 5027,,,11,"45,240,915",lugardellibro@speedy.com.ar,https://www.facebook.com/LUGAR-DEL-LIBRO-255416761263768/,,-34.57501,-58.48577,Precisa,MisLibrerias,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Peniel,Boedo 25,,,11,"49,816,178",penielar@peniel.com,s/d,,-34.61143,-58.41834,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Caligari,Bogotá 101,,,11,"49,816,953",lalismos@yahoo.com.ar,s/d,,-34.6129,-58.43283,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cazador De Libros,Bolivar 526,,,11,"43,423,514",cazadordelibros@yahoo.com.ar,http://www.elcazadorlibros.com.ar,,-34.61415,-58.37314,Precisa,Ediciones Colihue,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Libre,Bolivar 646,,,11,"43,435,328",lalibrearteylibros@gmail.com,https://lalibrearteylibros.wordpress.com/,,-34.6154,-58.3731,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Martína Cúspides,Bolivar 660,,,11,"43,432,127",martinacespedes@artes.net.ar,s/d,,-34.61552,-58.37314,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Rufián Melancólico,Bolivar 857,,,11,"43,001,027",rufian61@hotmail.com,https://www.facebook.com/Librer%C3%ADa-El-Rufi%C3%A1n-Melanc%C3%B3lico-792676240838495/,,-34.61788,-58.37316,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Deva'S,Borges 1844,,,,,tnpalermo@devas.com,http://www.ayurdevas.com/cat/libros-y-musica,,-34.58696,-58.42781,Precisa,MisLibrerias,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Librería El Gaucho. Sucursal Boyacá,Boyaca 1538,,,11,"45,822,721",libreriaelgaucho@hotmail.com,http://www.libreriaelgaucho.com,,-34.61202,-58.46751,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Librería Nadir. Sucursal Brasil,Brasil 1128,,,11,"43,049,502",constitucion@libreriasnadir.com.ar,http://www.libreriasnadir.com.ar/,,-34.62799,-58.38031,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Los Confines libros,Bucarelli 2217,,,11,"45,220,595",losconfineslibros@gmail.com,www.facebook.com/Los-Confines-libros-476065842447450/,,-34.57674,-58.48704,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Bautista,Bucarelli 2394,,,11,"420,506,221",etobautista@hotmail.com,s/d,,-34.57569,-58.48831,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Yenny Palermo Portal,Bullrich 345,,,,,,https://www.yenny-elateneo.com/,,-34.57426,-58.42626,Precisa,Yenny,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Coop Librería,Bulnes 640,,1176,11,"23,484,425",libreria@lacoop.com.ar,https://www.facebook.com/lacooplibreria/,,-34.60408,-58.41834,Precisa,Fundación El Libro/Fondo Desarrollar 2020,Privado,2020
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Otra Lluvia Libros,Bulnes 640,,,11,"1,531,827,100",otraorillalibros@gmail.com,s/d,,-34.60408,-58.41834,Precisa,MisLibrerias,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Moebius,Bulnes 658,,,,,info@moebiuseditora.com,https://www.facebook.com/espaciomoebius/,,-34.60397,-58.41825,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Oreja Verde,Bulnes 689,,,11,"48,640,505",laorejaverde@fibertel.com.ar,s/d,,-34.60367,-58.41797,Precisa,MisLibrerias,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Mario Novak,Bustamante 1624,,,11,"1,553,239,412",mario_osvaldo@marionovak.com.ar,s/d,,-34.59231,-58.41058,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Galerna,Cabello 3615,,,11,"48,077,825",cabello@galerna.net,s/d,,-34.58066,-58.41068,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Buhardilla,Cabildo 1536,,,11,47843453 ,ventas@labuhardilla.com.ar,http://www.labuhardilla.com.ar,,-34.56665,-58.45129,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cúspide Belgrano,Cabildo 1965,,,,,cabildo.1965@cuspide.com,http://www.cuspide.com/,,-34.56328,-58.45531,Precisa,Cúspide,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Yenny Belgrano,Cabildo 1978,,,11,"47,876,360",,https://www.yenny-elateneo.com/,,-34.56334,-58.45584,Precisa,Yenny,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Banquete. Sucursal Cabildo.,"Cabildo, Av. 1107",,,11,"47,880,158",libreriaelbanquete@hotmail.com,https://www.facebook.com/ElBanqueteLibros/,,-34.56871,-58.44714,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Librerías Especializadas Argentinas,"Cabildo, Av. 1536",,,11,"47,843,453",ventas@labuhardilla.com.ar,s/d,,-34.56665,-58.45129,Precisa,MisLibrerias,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Librería Nadir. Sucursal Av. Cabildo,"Cabildo, Av. 1786",,,11,"57,864,445",belgrano@libreriasnadir.com.ar,http://www.libreriasnadir.com.ar/,,-34.56517,-58.45434,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Librería Rodríguez,"Cabildo, Av. 1849",,,11,"47,813,671",libreriarodriguez@live.com.ar,http://rodriguezcabildo.wixsite.com/libreriarodriguez,,-34.56412,-58.45422,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Galerna Libros. Sucursal Cabildo.,"Cabildo, Av. 1852",,,11,"47,886,201",cabildo@galerna.net,s/d,,-34.5645,-58.45482,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Yenny Juramento,"Cabildo, Av. 2093",,,11,"57,869,840",,https://www.yenny-elateneo.com/,,-34.56209,-58.45632,Precisa,Yenny,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Distal Libros. Sucursal Cabildo.,"Cabildo, Av. 2431",,,11,"52,351,529",distal2431@distalnet.com,https://www.distal-libros.com.ar/,,-34.55857,-58.45941,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Túnel Libros,"Cabildo, Av. 2554",,,11,"47,890,114",,http://www.eltunellibros.com.ar/,,-34.55791,-58.46052,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Delfos Libros. Sucursal Cabildo.,"Cabildo, Av. 3890",,,11,"47,015,312",,s/d,,-34.54754,-58.46937,Precisa,DataBuenosAires.gov.ar,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Marista,Callao 226,,,11,"43,743,125",ricardolobbe@gmail.com,s/d,,-34.60642,-58.39184,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Casa do Brasil,Callao 433,,,11,"43,717,063",libreria@casadobrasil.com.ar,https://www.casadobrasilar.com/libreria,,-34.60403,-58.39228,Precisa,Fundación El Libro,Privado,2018
2000010,2,2000,,Librerias,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Guadalquivir. Sucursal Callao.,"Callao, Av. 1012",,,11,"48,160,221",guadalquivir@proeme.com,https://www.libreriaguadalquivir.com.ar/,,-34.59699,-58.39343,Precisa,DataBuenosAires.gov.ar,Privado,2018
